Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
HCRTR2		1	1	0.3%	No
HDC		1	1	0.3%	No
NRG1		1	1	0.3%	Yes
HIVEP1		1	1	0.3%	No
HK3		1	1	0.3%	No
HLA-DMB		1	1	0.3%	No
HLA-DRA		1	1	0.3%	No
NR4A1		1	1	0.3%	No
HNRNPC		1	1	0.3%	No
HNRNPH2		1	1	0.3%	No
TLX2		1	1	0.3%	No
HOXA6		1	1	0.3%	No
HOXA7		1	1	0.3%	No
HOXB5		1	1	0.3%	No
HOXB8		1	1	0.3%	No
HOXC4		1	1	0.3%	No
HOXD4		1	1	0.3%	No
HPS1		1	1	0.3%	No
HRH1		1	1	0.3%	No
HSPA1L		1	1	0.3%	No
HSPA2		1	1	0.3%	No
HSPA8		1	1	0.3%	No
HSPA9		1	1	0.3%	No
HSPD1		1	1	0.3%	No
HTR1B		1	1	0.3%	No
HTR1E		1	1	0.3%	No
HTR2A		1	1	0.3%	No
HTR4		1	1	0.3%	No
HTR5A		1	1	0.3%	No
ICAM1		1	1	0.3%	No
MRPL58		1	1	0.3%	No
IDI1		1	1	0.3%	No
IFI16		1	1	0.3%	No
IFI35		1	1	0.3%	No
IFNA5		1	1	0.3%	No
IGF2R		1	1	0.3%	No
IGFBP2		1	1	0.3%	No
JCHAIN		1	1	0.3%	No
IGSF1		1	1	0.3%	No
IL1A		1	1	0.3%	No
IL1R1		1	1	0.3%	No
IL2RB		1	1	0.3%	No
IL6		1	1	0.3%	No
IL6ST		1	1	0.3%	Yes
CXCR1		1	1	0.3%	No
IL9R		1	1	0.3%	No
IL12B		1	1	0.3%	No
IL12RB1		1	1	0.3%	No
IL13RA1		1	1	0.3%	No
IL15		1	1	0.3%	No
TNFRSF9		1	1	0.3%	No
IMPDH2		1	1	0.3%	No
IMPG1		1	1	0.3%	No
ING1		1	1	0.3%	No
INPPL1		1	1	0.3%	Yes
INSRR		1	1	0.3%	No
IRS1		1	1	0.3%	Yes
ISLR		1	1	0.3%	No
ITGA2		1	1	0.3%	No
ITGA2B		1	1	0.3%	No
ITGA4		1	1	0.3%	No
ITGA5		1	1	0.3%	No
ITGAD		1	1	0.3%	No
ITGAE		1	1	0.3%	No
ITGAX		1	1	0.3%	No
ITGB7		1	1	0.3%	No
ITGB8		1	1	0.3%	No
ITIH2		1	1	0.3%	No
ITIH3		1	1	0.3%	No
JAK2		1	1	0.3%	Yes
JAK3		1	1	0.3%	Yes
JUP		1	1	0.3%	No
KCNA4		1	1	0.3%	No
KCNA7		1	1	0.3%	No
KCNA10		1	1	0.3%	No
KCND1		1	1	0.3%	No
KCND2		1	1	0.3%	No
KCNG1		1	1	0.3%	No
KCNH1		1	1	0.3%	No
KCNJ1		1	1	0.3%	No
KCNJ8		1	1	0.3%	No
KCNJ12		1	1	0.3%	No
KCNJ13		1	1	0.3%	No
KCNJ15		1	1	0.3%	No
KCNN1		1	1	0.3%	No
KCNN2		1	1	0.3%	No
KCNQ3		1	1	0.3%	No
KCNS3		1	1	0.3%	No
KIR2DL1		1	1	0.3%	No
KIR2DL3		1	1	0.3%	No
KIT		1	1	0.3%	Yes
KLK1		1	1	0.3%	No
KLKB1		1	1	0.3%	No
KLRC2		1	1	0.3%	No
KLC1		1	1	0.3%	No
KPNA5		1	1	0.3%	No
IPO5		1	1	0.3%	No
KRAS		1	1	0.3%	Yes
KRT3		1	1	0.3%	No
KRT6B		1	1	0.3%	No
KRT8		1	1	0.3%	No
KRT9		1	1	0.3%	No
KRT10		1	1	0.3%	No
KRT31		1	1	0.3%	No
KRT33A		1	1	0.3%	No
KRT33B		1	1	0.3%	No
KRT34		1	1	0.3%	No
KRT35		1	1	0.3%	No
KRT86		1	1	0.3%	No
L1CAM		1	1	0.3%	No
LAD1		1	1	0.3%	No
LAIR2		1	1	0.3%	No
LAMA4		1	1	0.3%	No
LAMA5		1	1	0.3%	No
LAMB1		1	1	0.3%	No
LAMC1		1	1	0.3%	No
LAMC2		1	1	0.3%	No
LAMP2		1	1	0.3%	No
LBP		1	1	0.3%	No
LCN1		1	1	0.3%	No
LETM1		1	1	0.3%	No
LGALS2		1	1	0.3%	No
LIFR		1	1	0.3%	Yes
LIG3		1	1	0.3%	No
LIG4		1	1	0.3%	No
LIM2		1	1	0.3%	No
ABLIM1		1	1	0.3%	No
LIPC		1	1	0.3%	No
LIPE		1	1	0.3%	No
LLGL2		1	1	0.3%	No
LMNA		1	1	0.3%	Yes
LMO7		1	1	0.3%	No
LMX1A		1	1	0.3%	No
LPL		1	1	0.3%	No
LRP3		1	1	0.3%	No
LTA4H		1	1	0.3%	No
LTBP1		1	1	0.3%	No
LTBP2		1	1	0.3%	No
LTBP3		1	1	0.3%	No
BCAM		1	1	0.3%	No
LY9		1	1	0.3%	No
CD180		1	1	0.3%	No
SH2D1A		1	1	0.3%	Yes
EPCAM		1	1	0.3%	Yes
M6PR		1	1	0.3%	No
MAB21L1		1	1	0.3%	No
SMAD1		1	1	0.3%	No
SMAD2		1	1	0.3%	Yes
SMAD3		1	1	0.3%	Yes
SMAD6		1	1	0.3%	No
SMAD9		1	1	0.3%	No
MAF		1	1	0.3%	Yes
MAG		1	1	0.3%	No
MAGEA3		1	1	0.3%	No
MAGEA8		1	1	0.3%	No
MAGEA12		1	1	0.3%	No
MAGEB1		1	1	0.3%	No
MAGEB4		1	1	0.3%	No
MAN2A2		1	1	0.3%	No
MAN2C1		1	1	0.3%	No
MAN2A1		1	1	0.3%	No
MAN2B1		1	1	0.3%	No
MARK1		1	1	0.3%	No
MBD1		1	1	0.3%	No
MBL2		1	1	0.3%	No
MC4R		1	1	0.3%	No
MCC		1	1	0.3%	No
MCM7		1	1	0.3%	No
CD46		1	1	0.3%	No
MDM2		1	1	0.3%	Yes
MDM4		1	1	0.3%	Yes
MAP3K5		1	1	0.3%	No
MEN1		1	1	0.3%	Yes
MEP1A		1	1	0.3%	No
MFAP1		1	1	0.3%	No
MELTF		1	1	0.3%	No
MFNG		1	1	0.3%	No
MGAT2		1	1	0.3%	No
MGAT3		1	1	0.3%	No
MGAT5		1	1	0.3%	No
MIA2		1	1	0.3%	No
CIITA		1	1	0.3%	Yes
MID1		1	1	0.3%	No
CXCL9		1	1	0.3%	No
MKLN1		1	1	0.3%	No
MLH1		1	1	0.3%	Yes
MAP3K10		1	1	0.3%	No
MLLT1		1	1	0.3%	Yes
MLLT3		1	1	0.3%	Yes
MLLT6		1	1	0.3%	Yes
MMP1		1	1	0.3%	No
MMP8		1	1	0.3%	No
MMP9		1	1	0.3%	No
MMP15		1	1	0.3%	No
MMP19		1	1	0.3%	No
ALDH6A1		1	1	0.3%	No
MOCS2		1	1	0.3%	No
MPO		1	1	0.3%	No
MSR1		1	1	0.3%	No
MSX2		1	1	0.3%	No
MTCP1		1	1	0.3%	Yes
MTF1		1	1	0.3%	No
MTHFR		1	1	0.3%	No
MTIF2		1	1	0.3%	No
MTRR		1	1	0.3%	No
MUC1		1	1	0.3%	Yes
MUC6		1	1	0.3%	No
MX2		1	1	0.3%	No
MYBPC2		1	1	0.3%	No
MYH1		1	1	0.3%	No
MYLK		1	1	0.3%	No
MYO1D		1	1	0.3%	No
MYO5B		1	1	0.3%	No
MYO9A		1	1	0.3%	No
MYOC		1	1	0.3%	No
NAB1		1	1	0.3%	No
NAIP		1	1	0.3%	No
NCAM1		1	1	0.3%	No
NCF2		1	1	0.3%	No
NCK1	1.290e-12	1	1	0.3%	No
NDUFA3		1	1	0.3%	No
NDUFS1		1	1	0.3%	No
NEDD9		1	1	0.3%	No
NELL2		1	1	0.3%	No
NEO1		1	1	0.3%	No
NFATC1		1	1	0.3%	No
NFATC2		1	1	0.3%	Yes
NFATC4		1	1	0.3%	No
NFKBIA		1	1	0.3%	Yes
NFX1		1	1	0.3%	No
NID1		1	1	0.3%	No
NKX3-1		1	1	0.3%	Yes
NNMT		1	1	0.3%	No
NOS1		1	1	0.3%	No
NOS2		1	1	0.3%	No
NOS3		1	1	0.3%	No
CNOT2		1	1	0.3%	No
CNOT4		1	1	0.3%	No
PNP		1	1	0.3%	No
NPHS1		1	1	0.3%	No
NPR3		1	1	0.3%	No
NPTX1		1	1	0.3%	No
NPY1R		1	1	0.3%	No
NPY2R		1	1	0.3%	No
NRAS	2.440e-2	1	1	0.3%	Yes
NRDC		1	1	0.3%	No
NT5E		1	1	0.3%	No
NTN3		2	1	0.3%	No
ROR2		1	1	0.3%	No
DDR2		1	1	0.3%	Yes
NUP98		1	1	0.3%	Yes
OAS1		1	1	0.3%	No
OCRL		1	1	0.3%	No
OPRD1		1	1	0.3%	No
CLDN11		1	1	0.3%	No
OVGP1		1	1	0.3%	No
P2RX1		1	1	0.3%	No
P2RY2		1	1	0.3%	No
P2RY6		1	1	0.3%	No
P2RY11	2.270e-4	1	1	0.3%	No
PAFAH1B1		1	1	0.3%	No
PAFAH2		1	1	0.3%	No
PAX2		1	1	0.3%	No
PAX6		1	1	0.3%	No
PC		1	1	0.3%	Yes
PCBP1		1	1	0.3%	Yes
PCBP2		1	1	0.3%	No
PCDHGC3		1	1	0.3%	No
PCDH9		1	1	0.3%	No
PCK1		1	1	0.3%	No
PCM1		1	1	0.3%	Yes
PCMT1		1	1	0.3%	No
CHMP1A		1	1	0.3%	No
CDK16		1	1	0.3%	No
PDE1A		1	1	0.3%	No
PDE1C		1	1	0.3%	No
PDE3A		1	1	0.3%	No
PDE4D		1	1	0.3%	No
PDE1B		1	1	0.3%	No
PDGFA		1	1	0.3%	No
PDGFRL		1	1	0.3%	No
PDE6B		1	1	0.3%	No
PDHA1		1	1	0.3%	No
PDHA2		1	1	0.3%	No
PDK1		1	1	0.3%	Yes
ENPP1		1	1	0.3%	No
ENPP2		1	1	0.3%	No
SLC26A4		1	1	0.3%	No
PER1		1	1	0.3%	Yes
PFAS		1	1	0.3%	No
CFP		1	1	0.3%	No
PFDN4		1	1	0.3%	No
VIT		1	1	0.3%	No
PGAM2		1	1	0.3%	No
PGF		1	1	0.3%	No
PGK1		1	1	0.3%	No
PGM3		1	1	0.3%	No
PGM5		1	1	0.3%	No
PGR		1	1	0.3%	Yes
PHKB		1	1	0.3%	No
PI3		1	1	0.3%	No
SERPINI1		1	1	0.3%	No
PIK3CG		1	1	0.3%	Yes
PKLR		1	1	0.3%	No
PLAGL2		1	1	0.3%	No
PLCB4		1	1	0.3%	No
PLCL1		1	1	0.3%	No
PLEK		1	1	0.3%	No
PLIN1		1	1	0.3%	No
PLK1		1	1	0.3%	No
PLP1		1	1	0.3%	No
PLS3		1	1	0.3%	No
PLXNA1		1	1	0.3%	No
PLXNA2		1	1	0.3%	No
PLXNB1		1	1	0.3%	No
PLXNB3		1	1	0.3%	No
PML		1	1	0.3%	Yes
PMS2		1	1	0.3%	Yes
PNLIPRP1		1	1	0.3%	No
PNN		1	1	0.3%	No
UBL3		1	1	0.3%	No
POLE		1	1	0.3%	Yes
POLR2A		1	1	0.3%	No
POLR2B		1	1	0.3%	No
POLR2G		1	1	0.3%	No
POU2AF1		1	1	0.3%	Yes
POU3F4		1	1	0.3%	No
PPARG		1	1	0.3%	Yes
MED1		1	1	0.3%	No
PPL		1	1	0.3%	No
PPOX		1	1	0.3%	No
PPP1CB		1	1	0.3%	Yes
PPP1R3A		1	1	0.3%	No
PPP1R10		1	1	0.3%	No
PPP2CA		1	1	0.3%	No
PPP2R2A		1	1	0.3%	Yes
PPP2R2C		1	1	0.3%	No
PPP2R3A		1	1	0.3%	No
PPP3R2		1	1	0.3%	No
PPP6C		1	1	0.3%	Yes
PRB3		1	1	0.3%	No
PRF1		1	1	0.3%	Yes
PRKAA1		1	1	0.3%	No
PRKCA		1	1	0.3%	No
PRKCG		1	1	0.3%	No
PRKCH		1	1	0.3%	No
PRKCQ		1	1	0.3%	No
PRKG2		1	1	0.3%	No
MAPK1		1	1	0.3%	Yes
MAPK4		1	1	0.3%	No
MAPK7		2	1	0.3%	No
MAPK8		1	1	0.3%	No
MAPK9		1	1	0.3%	No
MAP2K3		1	1	0.3%	No
MAP2K5		1	1	0.3%	No
PROS1		1	1	0.3%	No
PRPS1		1	1	0.3%	No
PRPS2		1	1	0.3%	No
PSD		1	1	0.3%	No
PSG1		1	1	0.3%	No
PSG9		1	1	0.3%	No
PSKH1		1	1	0.3%	No
PSMC3		1	1	0.3%	No
PSMC4		1	1	0.3%	No
PSMC6		1	1	0.3%	No
PSMD3		1	1	0.3%	No
PSMD5		1	1	0.3%	No
PSPH		1	1	0.3%	No
PTAFR		1	1	0.3%	No
PTGFRN		1	1	0.3%	No
PTGS1		1	1	0.3%	No
PTGS2		1	1	0.3%	No
PTH2R		1	1	0.3%	No
PTN		1	1	0.3%	No
PTPN9		1	1	0.3%	No
PTPRD		1	1	0.3%	Yes
PTPRCAP		1	1	0.3%	No
PTPRE		1	1	0.3%	No
PTPRF		1	1	0.3%	No
PTPRR		1	1	0.3%	No
PTPRS		1	1	0.3%	Yes
PTX3		1	1	0.3%	No
PVR		1	1	0.3%	No
PWP2		1	1	0.3%	No
PYGB		1	1	0.3%	No
PYGL		1	1	0.3%	No
PZP		1	1	0.3%	No
QDPR		1	1	0.3%	No
RAB2A		1	1	0.3%	No
RGL2		1	1	0.3%	No
RAB3B		1	1	0.3%	No
RAB27A		1	1	0.3%	No
RAC2		1	1	0.3%	Yes
RAD17		1	1	0.3%	No
RAD21		1	1	0.3%	Yes
RAD52		1	1	0.3%	Yes
RALGDS		1	1	0.3%	Yes
RAP1GDS1		1	1	0.3%	Yes
RAP2B		1	1	0.3%	No
RARS		1	1	0.3%	No
RASA1		1	1	0.3%	Yes
ARID4A		1	1	0.3%	Yes
RBBP8		1	1	0.3%	No
RBM4		1	1	0.3%	No
RBP3		1	1	0.3%	No
REL		1	1	0.3%	Yes
REG1A		1	1	0.3%	No
REG1B		1	1	0.3%	No
UPF1		1	1	0.3%	Yes
REV3L		1	1	0.3%	No
RFC1		1	1	0.3%	No
RFX1		1	1	0.3%	No
RFX4		1	1	0.3%	No
RGS13		1	1	0.3%	No
RHAG		1	1	0.3%	No
RLN1		1	1	0.3%	No
RNASEL		1	1	0.3%	No
BRD2		1	1	0.3%	No
ABCE1		1	1	0.3%	No
ROBO1		1	1	0.3%	Yes
RPA1		1	1	0.3%	No
RPE65		1	1	0.3%	No
RPL37A		1	1	0.3%	No
MRPL12		1	1	0.3%	No
RPS2		1	1	0.3%	No
RPS4X		1	1	0.3%	No
RPS6KA1		1	1	0.3%	No
RPS6KA3		1	1	0.3%	No
RRAS		1	1	0.3%	Yes
RREB1		1	1	0.3%	No
RRM1		1	1	0.3%	No
CLIP1		1	1	0.3%	Yes
RTN1		1	1	0.3%	No
RXRA		1	1	0.3%	Yes
RXRG		1	1	0.3%	No
SAA4		1	1	0.3%	No
SAG		1	1	0.3%	No
SALL1		1	1	0.3%	No
MAPK12		1	1	0.3%	No
SATB1		1	1	0.3%	No
SBF1		1	1	0.3%	No
MSMO1		1	1	0.3%	No
ATXN1		1	1	0.3%	No
SERPINB3		1	1	0.3%	Yes
SCN3A		1	1	0.3%	No
SCN4B		1	1	0.3%	No
SCNN1B		1	1	0.3%	No
SCTR		1	1	0.3%	No
CCL20		1	1	0.3%	No
CCL25		1	1	0.3%	No
CXCL5		1	1	0.3%	No
XCL1		1	1	0.3%	No
SDC1		1	1	0.3%	No
SEL1L		1	1	0.3%	No
SELPLG		1	1	0.3%	No
SEMA3F		1	1	0.3%	No
SEMG2		1	1	0.3%	No
SETMAR		1	1	0.3%	No
SFRP2		1	1	0.3%	No
SRSF4		1	1	0.3%	No
TRA2B		1	1	0.3%	No
SGCA		1	1	0.3%	No
SGCD		1	1	0.3%	No
SH3GL2		1	1	0.3%	No
SH3GL3		1	1	0.3%	No
SHC1		1	1	0.3%	No
SHH		1	1	0.3%	No
ST3GAL1		1	1	0.3%	No
ST3GAL4		1	1	0.3%	No
ST3GAL3		1	1	0.3%	No
PMEL		1	1	0.3%	No
SIPA1		1	1	0.3%	No
SKI		1	1	0.3%	No
SKP2		1	1	0.3%	No
SLA		1	1	0.3%	No
SLC4A3		1	1	0.3%	No
SLC1A4		1	1	0.3%	No
SLC1A7		1	1	0.3%	No
SLC2A3		1	1	0.3%	No
SLC2A5		1	1	0.3%	No
SLC4A2		1	1	0.3%	No
SLC5A4		1	1	0.3%	No
SLC5A5		1	1	0.3%	No
SLC6A2		1	1	0.3%	No
SLC6A4		1	1	0.3%	No
SLC6A11		1	1	0.3%	No
SLC6A12		1	1	0.3%	No
SLC8A3		1	1	0.3%	No
SLC9A2		1	1	0.3%	No
SLC9A5		1	1	0.3%	No
SLC12A2		1	1	0.3%	No
SLC13A1		1	1	0.3%	No
SLC34A1		1	1	0.3%	No
SLC19A1		2	1	0.3%	No
SLC25A1		1	1	0.3%	No
SLC22A2		1	1	0.3%	No
SLC22A5		1	1	0.3%	No
SMARCB1		1	1	0.3%	Yes
SMARCC1		1	1	0.3%	No
SMARCC2		1	1	0.3%	No
SMARCD2		1	1	0.3%	No
SUMO2		1	1	0.3%	No
SNCB		1	1	0.3%	No
SNAPC4		1	1	0.3%	No
SNCA		1	1	0.3%	No
SNRPB2		1	1	0.3%	No
SNRPE		1	1	0.3%	No
SOAT1		1	1	0.3%	No
SORL1		1	1	0.3%	No
SOS2		1	1	0.3%	No
SOX3		1	1	0.3%	No
SOX4	9.780e-3	1	1	0.3%	No
SPAM1		1	1	0.3%	No
SPG7		1	1	0.3%	No
SPINT1		1	1	0.3%	No
SPOCK1		1	1	0.3%	No
SPP1		1	1	0.3%	No
SPRR2G		1	1	0.3%	No
SPTA1		1	1	0.3%	No
SPTB		1	1	0.3%	No
SPTBN1		1	1	0.3%	No
SPTBN2		1	1	0.3%	No
SRD5A1		1	1	0.3%	No
SRP72		1	1	0.3%	No
SRPK2		1	1	0.3%	No
SRPRA		1	1	0.3%	No
SSB		1	1	0.3%	No
SSTR2		1	1	0.3%	No
SS18		1	1	0.3%	Yes
STAT3		1	1	0.3%	Yes
STAT6		1	1	0.3%	Yes
NEK4		1	1	0.3%	No
STK3		1	1	0.3%	No
AURKA		1	1	0.3%	Yes
STK10		1	1	0.3%	No
STXBP2		1	1	0.3%	No
SULT1C2		1	1	0.3%	No
SUPT6H		1	1	0.3%	No
SUPV3L1		1	1	0.3%	No
SURF2		1	1	0.3%	No
SUV39H1		1	1	0.3%	No
TBXT		1	1	0.3%	No
TACC1		1	1	0.3%	No
TACR3		1	1	0.3%	No
TADA2A		1	1	0.3%	No
TAF2		1	1	0.3%	No
TAF4		1	1	0.3%	No
TALDO1		1	1	0.3%	No
TAT		1	1	0.3%	No
CNTN2		1	1	0.3%	No
TAZ		1	1	0.3%	No
SERPINA7		1	1	0.3%	No
TBX5		1	1	0.3%	No
TBX15		1	1	0.3%	No
HNF1B		1	1	0.3%	No
TRGC2		1	1	0.3%	No
TEC		1	1	0.3%	Yes
TFAP2B		1	1	0.3%	No
TFE3		1	1	0.3%	Yes
TGFBR2		1	1	0.3%	Yes
TGM3		1	1	0.3%	No
TH		1	1	0.3%	No
THBS1		1	1	0.3%	No
THBS4		1	1	0.3%	No
THOP1		1	1	0.3%	No
TIMP3		1	1	0.3%	No
ICAM5		1	1	0.3%	No
TLL2		1	1	0.3%	Yes
TLR2		1	1	0.3%	No
TLR3		1	1	0.3%	No
TLR5		1	1	0.3%	No
GPR137B		1	1	0.3%	No
TNF		1	1	0.3%	No
TNFAIP2		1	1	0.3%	No
TNFAIP3		1	1	0.3%	Yes
TNFAIP6		1	1	0.3%	No
TNNT1		1	1	0.3%	No
TNNT3		1	1	0.3%	No
TNR		1	1	0.3%	No
TP53BP1		1	1	0.3%	Yes
TPM2		1	1	0.3%	No
TPM3		1	1	0.3%	Yes
TRIO		1	1	0.3%	No
TRIP6		1	1	0.3%	No
TRPC4		1	1	0.3%	No
TRPC5		1	1	0.3%	No
TRPC6		1	1	0.3%	No
TRPM2		1	1	0.3%	No
TSC1		1	1	0.3%	Yes
DNAJC7		1	1	0.3%	No
TTC3		1	1	0.3%	No
TTC4		1	1	0.3%	No
TTF1		1	1	0.3%	No
TTK		1	1	0.3%	No
TTR		1	1	0.3%	No
TUBG1		1	1	0.3%	No
TULP1		1	1	0.3%	No
HIRA		1	1	0.3%	Yes
TYRP1		1	1	0.3%	No
UBA7		1	1	0.3%	No
UBE2G2		1	1	0.3%	No
UCN		1	1	0.3%	No
SLC35A2		1	1	0.3%	No
UGT2B4		1	1	0.3%	No
UGT2B7		1	1	0.3%	No
UGT2B10		1	1	0.3%	No
UMPS		1	1	0.3%	No
KDM6A		1	1	0.3%	Yes
VAV2		1	1	0.3%	Yes
VCL		1	1	0.3%	No
VEGFC		2	1	0.3%	No
VRK2		1	1	0.3%	No
VWF		1	1	0.3%	No
WAS		1	1	0.3%	Yes
CORO2A		1	1	0.3%	No
WNT2		1	1	0.3%	No
WNT7A		1	1	0.3%	No
WNT11		1	1	0.3%	No
WNT9B		1	1	0.3%	No
XPNPEP1		1	1	0.3%	No
YES1		1	1	0.3%	Yes
YWHAE		1	1	0.3%	Yes
ZNF711		1	1	0.3%	No
ZNF12		1	1	0.3%	No
ZNF17		1	1	0.3%	No
ZNF20		1	1	0.3%	No
ZNF182		1	1	0.3%	No
ZNF99		1	1	0.3%	No
ZNF143		1	1	0.3%	No
VEZF1		1	1	0.3%	No
ZNF177		1	1	0.3%	No
RNF112		1	1	0.3%	No
ZNF189		1	1	0.3%	No
ZNF217		1	1	0.3%	Yes
ZNF226		1	1	0.3%	No
ZNF229		1	1	0.3%	No
ZNF236		1	1	0.3%	No
ZP2		1	1	0.3%	No
MAP3K12		1	1	0.3%	No
PRDM2		1	1	0.3%	No
PXDN		1	1	0.3%	No
MOGS		1	1	0.3%	No
PAX8		1	1	0.3%	Yes
CXCR4		1	1	0.3%	Yes
FZD5		1	1	0.3%	No
IFRD2		1	1	0.3%	No
DEK		1	1	0.3%	Yes
BAG6		1	1	0.3%	No
GPANK1		1	1	0.3%	No
ABHD16A		1	1	0.3%	No
BRD3		1	1	0.3%	Yes
CCDC6		1	1	0.3%	Yes
NCOA4		1	1	0.3%	Yes
SHOC2		1	1	0.3%	Yes
ALX1		1	1	0.3%	No
ST8SIA2		1	1	0.3%	No
NCOA3		1	1	0.3%	Yes
CHAF1B		1	1	0.3%	No
SYN3		1	1	0.3%	No
AKAP17A		1	1	0.3%	No
NAA10		1	1	0.3%	No
ACOX3		1	1	0.3%	No
BRAP		1	1	0.3%	No
FZD7		1	1	0.3%	No
FZD9		1	1	0.3%	No
HIST1H2AC		1	1	0.3%	Yes
HIST1H2BF		1	1	0.3%	No
HIST1H3C		1	1	0.3%	Yes
HIST1H4C		1	1	0.3%	No
HIST1H4B		1	1	0.3%	No
HIST1H4G		1	1	0.3%	No
OR1A1		1	1	0.3%	No
SPOP		1	1	0.3%	Yes
TAGLN2		1	1	0.3%	No
ULK1		1	1	0.3%	No
EEA1		1	1	0.3%	No
RECK		1	1	0.3%	No
SOAT2		1	1	0.3%	No
RAD54L		1	1	0.3%	Yes
GNPAT		1	1	0.3%	No
DOC2A		1	1	0.3%	No
CUL1		1	1	0.3%	No
TPST1		1	1	0.3%	No
TEAD2		1	1	0.3%	No
FKBP6		1	1	0.3%	No
IRS4		1	1	0.3%	Yes
HIRIP3		1	1	0.3%	No
OFD1		1	1	0.3%	No
SEMA7A		1	1	0.3%	No
PRSS12		1	1	0.3%	No
PPFIA4		1	1	0.3%	No
PEX3		1	1	0.3%	No
KCNAB2		1	1	0.3%	No
ITGA10		1	1	0.3%	No
ITGA8		1	1	0.3%	No
CPZ		1	1	0.3%	No
CHST1		1	1	0.3%	No
API5		1	1	0.3%	No
AGPS		1	1	0.3%	No
PPFIA3		1	1	0.3%	No
APOL1		1	1	0.3%	No
AP3B1		1	1	0.3%	No
LGR5		1	1	0.3%	No
MAPKAPK5		1	1	0.3%	No
CDC14B		1	1	0.3%	No
CDK10		1	1	0.3%	No
PRPF18		1	1	0.3%	No
MADD		1	1	0.3%	No
MKNK1		1	1	0.3%	Yes
KHSRP		1	1	0.3%	No
CASK		1	1	0.3%	No
NOP14		1	1	0.3%	No
CDK13		1	1	0.3%	No
RFXANK		1	1	0.3%	No
AKR1C3		1	1	0.3%	No
DYNLL1		1	1	0.3%	No
ALDH4A1		1	1	0.3%	No
EIF3A		1	1	0.3%	No
EIF3B		1	1	0.3%	No
STX11		1	1	0.3%	No
PEA15		1	1	0.3%	No
MARCO		1	1	0.3%	No
KRT36		1	1	0.3%	No
GALNT4		1	1	0.3%	No
PAGE1		1	1	0.3%	No
ABCC3		1	1	0.3%	No
NOL4		1	1	0.3%	No
TRADD		1	1	0.3%	No
URI1		1	1	0.3%	No
RNGTT		1	1	0.3%	No
MYOM1		1	1	0.3%	No
RIPK1		1	1	0.3%	No
CRADD		1	1	0.3%	No
ADAM23		1	1	0.3%	No
ADAM20		1	1	0.3%	No
MPDZ		2	1	0.3%	No
FBP2		1	1	0.3%	No
FPGT		1	1	0.3%	No
TNFRSF10C		1	1	0.3%	No
SAP30		1	1	0.3%	No
INPP4B		1	1	0.3%	Yes
IQGAP1		1	1	0.3%	No
NRP2		1	1	0.3%	No
SYNGAP1		1	1	0.3%	No
PROM1		1	1	0.3%	No
KSR1		1	1	0.3%	No
LDB1		1	1	0.3%	No
CDC16		1	1	0.3%	No
ZPR1		1	1	0.3%	No
EIF2B4		1	1	0.3%	No
AP1G2		1	1	0.3%	No
GYG2		1	1	0.3%	No
CACNA1I		1	1	0.3%	No
CACNA1H		1	1	0.3%	No
HERC3		1	1	0.3%	No
SNURF		1	1	0.3%	No
BSN		2	1	0.3%	No
MBD4		1	1	0.3%	No
RAB29		1	1	0.3%	No
SKAP2		1	1	0.3%	No
BAIAP3		1	1	0.3%	No
FUBP3		1	1	0.3%	No
TOP3B		1	1	0.3%	No
CHRNA6		1	1	0.3%	No
NOL3		1	1	0.3%	No
KALRN		1	1	0.3%	No
HAP1		1	1	0.3%	No
TAF1B		1	1	0.3%	No
SLC25A14		1	1	0.3%	No
BRSK2		1	1	0.3%	No
RNF8		1	1	0.3%	No
NAT8		1	1	0.3%	No
BAZ1B		1	1	0.3%	No
TAAR5		1	1	0.3%	No
UBE2M		1	1	0.3%	No
BTAF1		1	1	0.3%	No
SH2D2A		1	1	0.3%	No
SYT7		1	1	0.3%	No
USP14		1	1	0.3%	No
USP6		1	1	0.3%	Yes
MTMR7		1	1	0.3%	No
KRT75		1	1	0.3%	No
SLC16A5		1	1	0.3%	No
SLC16A4		1	1	0.3%	No
FAM50A		1	1	0.3%	No
KCNQ4		1	1	0.3%	No
CCNB2		1	1	0.3%	No
CCNE2		1	1	0.3%	No
HGS		1	1	0.3%	No
NEURL1		1	1	0.3%	No
SLC6A5		1	1	0.3%	No
SLC28A2		1	1	0.3%	No
SLC28A1		1	1	0.3%	No
PCSK7		1	1	0.3%	Yes
REPS2		1	1	0.3%	No
ZBED1		1	1	0.3%	No
DCLK1		1	1	0.3%	No
ZMYM6		1	1	0.3%	No
NUMBL		1	1	0.3%	No
MFHAS1		1	1	0.3%	No
COPB2		1	1	0.3%	No
MED14		1	1	0.3%	No
SOCS6		1	1	0.3%	No
ZNF235		1	1	0.3%	No
ASIC3		1	1	0.3%	No
KLF4		1	1	0.3%	Yes
COPS2		1	1	0.3%	No
TRIP13		1	1	0.3%	Yes
HMGN3		1	1	0.3%	No
TRIP4		1	1	0.3%	No
CD163		1	1	0.3%	No
RPL23		1	1	0.3%	No
PPIG		1	1	0.3%	No
KL		1	1	0.3%	No
PLAA		1	1	0.3%	No
SLC22A8		1	1	0.3%	No
NRXN1		1	1	0.3%	No
LIPG		1	1	0.3%	No
STOML1		1	1	0.3%	No
