Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
DNMT1		2	1	0.2%	Yes
TRDMT1		1	1	0.2%	No
DNTT		1	1	0.2%	No
DOCK1		1	1	0.2%	No
DOCK3		2	1	0.2%	No
DXO		3	1	0.2%	No
DPP6		2	1	0.2%	No
DPT		1	1	0.2%	No
DPYS		1	1	0.2%	No
DPYSL3		1	1	0.2%	No
DRD3		1	1	0.2%	No
DRG2		1	1	0.2%	No
TSC22D3		1	1	0.2%	No
DSPP		1	1	0.2%	No
SLC26A2		1	1	0.2%	No
HBEGF		1	1	0.2%	No
DUSP1		1	1	0.2%	No
DUSP4		1	1	0.2%	Yes
DUSP7		1	1	0.2%	No
DUSP9		1	1	0.2%	Yes
DVL2		1	1	0.2%	No
DVL3		1	1	0.2%	No
DYRK1A		1	1	0.2%	No
TOR1A		1	1	0.2%	No
E2F1		1	1	0.2%	No
E2F2		1	1	0.2%	No
E2F3		1	1	0.2%	Yes
EBF1		1	1	0.2%	Yes
ECE1		1	1	0.2%	No
TYMP		1	1	0.2%	No
ECH1		1	1	0.2%	No
ECM1		1	1	0.2%	No
EDA		1	1	0.2%	No
S1PR1		1	1	0.2%	No
LPAR1		1	1	0.2%	No
EDN2		1	1	0.2%	No
EDNRB		1	1	0.2%	No
EEF1A2		1	1	0.2%	No
EEF1G		1	1	0.2%	No
EEF2		1	1	0.2%	No
EIF2D		1	1	0.2%	No
EFNA1		1	1	0.2%	No
EFNA5		1	1	0.2%	No
EFNB2		1	1	0.2%	No
EFNB3		1	1	0.2%	No
EGR1		1	1	0.2%	Yes
EGR3		1	1	0.2%	No
EHHADH		1	1	0.2%	No
EPHA2		2	1	0.2%	No
EIF4A2		1	1	0.2%	Yes
EIF4G2		1	1	0.2%	No
CELA1		2	1	0.2%	No
ELANE		1	1	0.2%	No
SERPINB1		1	1	0.2%	No
ELAVL2		1	1	0.2%	No
ELAVL4		1	1	0.2%	No
ELF2		2	1	0.2%	No
ELF3		1	1	0.2%	Yes
ELF5		1	1	0.2%	No
ELK4		1	1	0.2%	Yes
EMD		1	1	0.2%	No
EMP1		1	1	0.2%	No
EMP2		2	1	0.2%	No
CTTN		1	1	0.2%	No
EMX2		2	1	0.2%	No
ENO1		2	1	0.2%	No
ENO2		1	1	0.2%	No
ENO3		1	1	0.2%	No
EPB42		2	1	0.2%	No
EPHB1		1	1	0.2%	Yes
EPHB3		1	1	0.2%	No
EPHX2		1	1	0.2%	No
CLN8		1	1	0.2%	No
EPO		1	1	0.2%	No
EPOR		1	1	0.2%	Yes
EPS15		1	1	0.2%	Yes
ERBB2		1	1	0.2%	Yes
ERCC1		1	1	0.2%	No
EREG		1	1	0.2%	No
EYA4		1	1	0.2%	No
ERCC6		1	1	0.2%	No
FBL		1	1	0.2%	No
ESRRA		1	1	0.2%	No
ETFB		1	1	0.2%	No
ETFDH		1	1	0.2%	No
ETV3		1	1	0.2%	No
ETV4		1	1	0.2%	Yes
ETV5		1	1	0.2%	Yes
EVC		2	1	0.2%	No
EVI2A		1	1	0.2%	No
EVX1		1	1	0.2%	No
EWSR1		1	1	0.2%	Yes
EXTL2		1	1	0.2%	No
EXTL3		1	1	0.2%	No
EYA3		1	1	0.2%	No
EZH2		1	1	0.2%	Yes
F2		1	1	0.2%	No
F10		1	1	0.2%	No
F12		1	1	0.2%	No
FAAH		1	1	0.2%	No
FABP4		1	1	0.2%	No
FABP7		1	1	0.2%	No
FANCC		1	1	0.2%	Yes
ACSL3		2	1	0.2%	Yes
FBP1		1	1	0.2%	No
FCGR1A		1	1	0.2%	No
FCGR2A		1	1	0.2%	No
FCGR3B		1	1	0.2%	No
FCGRT		1	1	0.2%	No
FKTN		2	1	0.2%	No
FDFT1		1	1	0.2%	No
FECH		1	1	0.2%	No
FER		1	1	0.2%	No
FGB		1	1	0.2%	No
FGD1		1	1	0.2%	No
FGF4		1	1	0.2%	Yes
FGF6		1	1	0.2%	Yes
FGF7		1	1	0.2%	No
FGF13		2	1	0.2%	No
FGFR3		2	1	0.2%	Yes
FGG		1	1	0.2%	No
FGL1		1	1	0.2%	No
FH		1	1	0.2%	Yes
FHL1		1	1	0.2%	No
FHL2		1	1	0.2%	No
FHL3		1	1	0.2%	No
FKBP3		1	1	0.2%	No
FKBP5		1	1	0.2%	No
FOXF1		1	1	0.2%	Yes
FOXF2		2	1	0.2%	No
FOXC1		1	1	0.2%	No
FOXD1		1	1	0.2%	No
FOXL1		1	1	0.2%	No
FOXC2		1	1	0.2%	No
FLII		1	1	0.2%	No
FLOT2		1	1	0.2%	No
FMO3		3	1	0.2%	No
FMOD		1	1	0.2%	No
FOLR1		1	1	0.2%	No
FOSB		1	1	0.2%	No
FPR1		1	1	0.2%	No
FPR2		1	1	0.2%	No
NR5A2		1	1	0.2%	No
FUCA1		1	1	0.2%	No
GAST		1	1	0.2%	No
FUT2		2	1	0.2%	No
FUT4		1	1	0.2%	No
FUT6		1	1	0.2%	No
FYN		1	1	0.2%	Yes
SLC37A4		1	1	0.2%	No
GAA		5	1	0.2%	No
GABBR1		2	1	0.2%	No
GABPA		2	1	0.2%	No
GABPB1		3	1	0.2%	No
GABRA5		1	1	0.2%	No
GABRB3		1	1	0.2%	No
GABRG1		2	1	0.2%	No
GAD1		2	1	0.2%	No
GAGE2C		1	1	0.2%	No
GALC		1	1	0.2%	No
GALR1		1	1	0.2%	No
GALNT2		1	1	0.2%	No
GALNT3		1	1	0.2%	No
GAP43		1	1	0.2%	No
GART		2	1	0.2%	No
GAS2		1	1	0.2%	No
GATA2		1	1	0.2%	Yes
GATA4		1	1	0.2%	Yes
GBP2		1	1	0.2%	No
GBP3		1	1	0.2%	No
GCK		1	1	0.2%	No
GCKR		1	1	0.2%	No
KAT2A		1	1	0.2%	No
NR6A1		1	1	0.2%	No
GDF9		1	1	0.2%	No
GDI2		1	1	0.2%	No
GFI1		1	1	0.2%	No
GFRA2		1	1	0.2%	No
GGCX		1	1	0.2%	No
GH1		1	1	0.2%	No
GH2		1	1	0.2%	No
GHRH		1	1	0.2%	No
GHRHR		2	1	0.2%	No
CBLIF		1	1	0.2%	No
GJA3		1	1	0.2%	No
GJA4		1	1	0.2%	No
GK		1	1	0.2%	No
GLA		1	1	0.2%	No
GLRA1		1	1	0.2%	No
GLRA2		1	1	0.2%	No
GLS		1	1	0.2%	No
GLUD2		1	1	0.2%	No
GLUL		1	1	0.2%	No
GM2A		1	1	0.2%	No
GMDS		1	1	0.2%	No
GML		1	1	0.2%	No
GMPR		1	1	0.2%	No
GNA11		1	1	0.2%	Yes
GNAI2		1	1	0.2%	No
GNAL		1	1	0.2%	No
GNAO1		1	1	0.2%	No
GNAS		1	1	0.2%	Yes
GNB3		1	1	0.2%	No
GNL1		1	1	0.2%	No
GNS		1	1	0.2%	No
GOT1		2	1	0.2%	No
SFN		1	1	0.2%	No
GP5		1	1	0.2%	No
GP9		1	1	0.2%	No
GPC1		2	1	0.2%	No
GPI		2	1	0.2%	No
GPLD1		1	1	0.2%	No
GPM6A		1	1	0.2%	No
GPR1		1	1	0.2%	No
CCR10		1	1	0.2%	No
GPR4		1	1	0.2%	No
NPBWR1		1	1	0.2%	No
UTS2R		1	1	0.2%	No
GPR15		1	1	0.2%	No
GPR17		1	1	0.2%	No
GPR18		1	1	0.2%	No
GPR21		1	1	0.2%	No
LPAR4		1	1	0.2%	No
MCHR1		1	1	0.2%	No
GPR25		1	1	0.2%	No
GPR26		1	1	0.2%	No
GPR35		1	1	0.2%	No
MLNR		1	1	0.2%	No
FFAR1		1	1	0.2%	No
FFAR3		1	1	0.2%	No
GRK5		3	1	0.2%	No
GPS2		1	1	0.2%	Yes
GPX4		1	1	0.2%	No
GPX7		1	1	0.2%	No
GRB7		2	1	0.2%	No
GRB10		1	1	0.2%	No
GRIA2		2	1	0.2%	No
GRID1		1	1	0.2%	No
GRIN1		1	1	0.2%	No
GRINA		1	1	0.2%	No
GRM1		1	1	0.2%	No
GSC2		1	1	0.2%	No
GSN		1	1	0.2%	No
GSTA1		1	1	0.2%	No
GSTA4		1	1	0.2%	No
GSTT1		1	1	0.2%	No
GSTZ1		2	1	0.2%	No
MSH6		4	1	0.2%	Yes
GTF2F1		1	1	0.2%	No
GTF2H1		1	1	0.2%	No
GTF2H4		1	1	0.2%	No
GTF2I		1	1	0.2%	Yes
GTF3C2		1	1	0.2%	No
GUCA1A		1	1	0.2%	No
GUK1		1	1	0.2%	No
GYG1		1	1	0.2%	No
GYS1		1	1	0.2%	No
GZMA		1	1	0.2%	No
HIST1H1C		1	1	0.2%	Yes
HIST1H1E		1	1	0.2%	Yes
HIST1H1T		1	1	0.2%	No
H2AFX		1	1	0.2%	No
HIST1H2BB		1	1	0.2%	No
HABP2		1	1	0.2%	No
HAL		1	1	0.2%	No
HBA2		1	1	0.2%	No
HBB		1	1	0.2%	No
HBE1		1	1	0.2%	No
SERPIND1		1	1	0.2%	No
HCK		1	1	0.2%	No
HCLS1		1	1	0.2%	No
HDC		1	1	0.2%	No
HDLBP		1	1	0.2%	No
HFE		1	1	0.2%	No
HHEX		1	1	0.2%	No
ZBTB48		1	1	0.2%	No
HLA-A		1	1	0.2%	Yes
HLA-DPB1		1	1	0.2%	No
HLA-DQA1		1	1	0.2%	No
HLA-E		1	1	0.2%	No
HLA-F		1	1	0.2%	No
MR1		2	1	0.2%	No
HLCS		3	1	0.2%	No
HLX		1	1	0.2%	No
HMGB2		1	1	0.2%	No
HMMR		1	1	0.2%	No
NR4A1		1	1	0.2%	No
HMX2		1	1	0.2%	No
FOXA2		1	1	0.2%	No
HNF4G		1	1	0.2%	No
HNRNPA1		1	1	0.2%	No
HNRNPD		1	1	0.2%	No
HNRNPF		1	1	0.2%	No
HNRNPH1		1	1	0.2%	No
HNRNPK		1	1	0.2%	No
HNRNPL		1	1	0.2%	No
TLX2		1	1	0.2%	No
HOXA2		1	1	0.2%	No
HOXA3		1	1	0.2%	Yes
HOXA5		1	1	0.2%	No
HOXA6		1	1	0.2%	No
HOXB3		1	1	0.2%	No
HOXB4		1	1	0.2%	No
HOXB5		1	1	0.2%	No
HOXB8		1	1	0.2%	No
HOXC4		1	1	0.2%	No
HOXC5		1	1	0.2%	No
HOXC9		1	1	0.2%	No
HOXC13		1	1	0.2%	Yes
HOXD8		1	1	0.2%	No
HP		1	1	0.2%	No
HPCAL1		1	1	0.2%	No
HPD		1	1	0.2%	No
HPRT1		1	1	0.2%	No
AGFG1		1	1	0.2%	No
AGFG2		1	1	0.2%	No
HRC		4	1	0.2%	No
HRH2		1	1	0.2%	No
PRMT2		2	1	0.2%	No
PRMT1		1	1	0.2%	No
HSD3B1		1	1	0.2%	Yes
HSF1		1	1	0.2%	No
HSF4		1	1	0.2%	No
DNAJB2		1	1	0.2%	No
HSPA2		1	1	0.2%	No
HSPA4		2	1	0.2%	No
HSPA6		1	1	0.2%	No
HSP90AB1		1	1	0.2%	Yes
FOXN2		2	1	0.2%	No
HTR1A		1	1	0.2%	No
HTR1B		1	1	0.2%	No
HTR1E		1	1	0.2%	No
HTR2A		1	1	0.2%	No
HTR4		1	1	0.2%	No
HTR6		1	1	0.2%	No
HTR7		1	1	0.2%	No
HYAL1		1	1	0.2%	No
IAPP		1	1	0.2%	No
ICA1		1	1	0.2%	No
ICAM2		1	1	0.2%	No
ICAM4		1	1	0.2%	No
MRPL58		1	1	0.2%	No
IDS		1	1	0.2%	No
CFI		1	1	0.2%	No
IFI35		1	1	0.2%	No
SP110		1	1	0.2%	No
IFIT2		3	1	0.2%	No
IFIT1		2	1	0.2%	No
IFIT3		1	1	0.2%	No
IFNA5		1	1	0.2%	No
IFNA6		1	1	0.2%	No
IFNA7		1	1	0.2%	No
IGBP1		1	1	0.2%	No
IGF1		1	1	0.2%	Yes
IGF2		1	1	0.2%	Yes
IGFBP2		1	1	0.2%	No
IGFBP5		1	1	0.2%	No
IGHG1		2	1	0.2%	No
IGHG2		1	1	0.2%	No
IGHM		1	1	0.2%	No
JCHAIN		1	1	0.2%	No
IGLC3		1	1	0.2%	No
IKBKB		1	1	0.2%	Yes
IL1A		1	1	0.2%	No
IL1B		1	1	0.2%	No
IL2RB		1	1	0.2%	No
IL3RA		1	1	0.2%	No
IL4R		1	1	0.2%	No
IL5		1	1	0.2%	No
IL6		1	1	0.2%	No
IL7R		1	1	0.2%	Yes
CXCL8		1	1	0.2%	No
IL9		1	1	0.2%	No
IL10		1	1	0.2%	Yes
IL10RB		1	1	0.2%	No
IL15RA		1	1	0.2%	No
TNFRSF9		1	1	0.2%	No
ILF2		1	1	0.2%	No
IMPDH1		1	1	0.2%	No
IMPDH2		1	1	0.2%	No
ING1		1	1	0.2%	No
INHBA		1	1	0.2%	Yes
INHBB		1	1	0.2%	No
INPP1		1	1	0.2%	No
INPP5D		2	1	0.2%	Yes
INSL4		1	1	0.2%	No
INSR		3	1	0.2%	Yes
IPP		1	1	0.2%	No
ITGA6		3	1	0.2%	No
IRF1		4	1	0.2%	Yes
IRF2		1	1	0.2%	Yes
IRF3		1	1	0.2%	No
ISL1		1	1	0.2%	No
ISLR		1	1	0.2%	No
ITGA1		2	1	0.2%	No
ITGA2B		1	1	0.2%	No
ITGA7		2	1	0.2%	No
ITGA9		1	1	0.2%	No
ITGAV		2	1	0.2%	No
ITGB1		2	1	0.2%	No
ITGB3		2	1	0.2%	No
ITGB8		1	1	0.2%	No
ITIH1		1	1	0.2%	No
ITK		1	1	0.2%	Yes
JAG2		1	1	0.2%	No
JAK1		1	1	0.2%	Yes
KCNA2		1	1	0.2%	No
KCNA7		1	1	0.2%	No
KCNC1		1	1	0.2%	No
KCNC2		1	1	0.2%	No
KCNC3		1	1	0.2%	No
KCND1		1	1	0.2%	No
KCND2		1	1	0.2%	No
KCND3		1	1	0.2%	No
KCNF1		2	1	0.2%	No
KCNG1		1	1	0.2%	No
KCNJ6		1	1	0.2%	No
KCNJ9		1	1	0.2%	No
KCNJ10		1	1	0.2%	No
KCNJ13		1	1	0.2%	No
KCNJ14		1	1	0.2%	No
KCNJ16		1	1	0.2%	No
KCNK1		1	1	0.2%	No
KCNMB1		1	1	0.2%	No
KCNQ2		1	1	0.2%	No
KIF2A		1	1	0.2%	No
KIF3C		1	1	0.2%	No
KIF5C		1	1	0.2%	No
KIR2DL4		1	1	0.2%	No
KIR2DS4		1	1	0.2%	No
KISS1		1	1	0.2%	No
KLRB1		1	1	0.2%	No
KLRC1		1	1	0.2%	No
KLRC2		1	1	0.2%	No
KLC1		1	1	0.2%	No
KIF11		1	1	0.2%	No
KIFC1		1	1	0.2%	No
KIF22		2	1	0.2%	No
KPNB1		1	1	0.2%	No
KPNA2		1	1	0.2%	No
KPNA3		1	1	0.2%	No
TNPO1		3	1	0.2%	No
KRT6A		1	1	0.2%	No
KRT7		1	1	0.2%	No
KRT9		1	1	0.2%	No
KRT10		1	1	0.2%	No
KRT12		1	1	0.2%	No
KRT16		1	1	0.2%	No
KRT17		1	1	0.2%	No
KRT18		1	1	0.2%	No
KRT82		1	1	0.2%	No
AFF3		1	1	0.2%	Yes
LAIR2		1	1	0.2%	No
LAMB3		1	1	0.2%	No
LBR		1	1	0.2%	No
LCK		1	1	0.2%	Yes
LCN1		1	1	0.2%	No
LCP2		1	1	0.2%	No
LDHC		1	1	0.2%	No
LETM1		1	1	0.2%	No
LGALS2		1	1	0.2%	No
LGALS3BP		2	1	0.2%	No
LGALS8		1	1	0.2%	No
LIG1		1	1	0.2%	No
LIM2		1	1	0.2%	No
LIMS1		1	1	0.2%	No
LIPA		1	1	0.2%	No
LIPC		1	1	0.2%	No
LLGL1		2	1	0.2%	No
LMAN1		1	1	0.2%	No
LMNB1		1	1	0.2%	No
LMO1		1	1	0.2%	Yes
LMX1A		1	1	0.2%	No
LNPEP		1	1	0.2%	No
LOXL2		4	1	0.2%	No
LPP		2	1	0.2%	Yes
LRMP		1	1	0.2%	No
LRCH4		1	1	0.2%	No
LTB		1	1	0.2%	Yes
LTF		1	1	0.2%	No
LY6E		1	1	0.2%	No
SH2D1A		1	1	0.2%	Yes
EPCAM		1	1	0.2%	Yes
M6PR		1	1	0.2%	No
NBR1		1	1	0.2%	No
SMAD5		1	1	0.2%	No
SMAD6		1	1	0.2%	No
SMAD7		2	1	0.2%	No
MAF		1	1	0.2%	Yes
MAGEA3		1	1	0.2%	No
MAGEA12		1	1	0.2%	No
MAGEB3		2	1	0.2%	No
MAN1A1		2	1	0.2%	No
MANBA		1	1	0.2%	No
MAOA		1	1	0.2%	No
MAP6		1	1	0.2%	No
MARK1		1	1	0.2%	No
MAT2A		1	1	0.2%	No
MATN3		1	1	0.2%	No
MBD1		1	1	0.2%	No
MBP		1	1	0.2%	No
MCAM		1	1	0.2%	No
MCM3		1	1	0.2%	No
MCM4		3	1	0.2%	No
MCM5		1	1	0.2%	No
MDFI		1	1	0.2%	No
MDM4		1	1	0.2%	Yes
ME1		1	1	0.2%	No
ME2		1	1	0.2%	No
MEA1		1	1	0.2%	No
MEF2A		2	1	0.2%	No
MAP3K3		2	1	0.2%	No
RAB8A		1	1	0.2%	No
MEN1		1	1	0.2%	Yes
MEP1B		1	1	0.2%	No
MEST		1	1	0.2%	No
MFAP2		2	1	0.2%	No
MFAP3		1	1	0.2%	No
MFGE8		1	1	0.2%	No
MFNG		1	1	0.2%	No
MGAT5		1	1	0.2%	No
KITLG		1	1	0.2%	No
MGP		1	1	0.2%	No
CIITA		1	1	0.2%	Yes
MICB		1	1	0.2%	No
CXCL9		1	1	0.2%	No
MAP3K10		1	1	0.2%	No
AFF1		1	1	0.2%	Yes
MME		2	1	0.2%	No
MMP1		1	1	0.2%	No
MMP8		1	1	0.2%	No
MMP11		1	1	0.2%	No
MMP16		1	1	0.2%	No
MMP17		1	1	0.2%	No
MN1		1	1	0.2%	Yes
CD200		1	1	0.2%	No
MPG		1	1	0.2%	No
MPI		1	1	0.2%	No
MPP1		1	1	0.2%	No
MPP2		2	1	0.2%	No
MPP3		1	1	0.2%	No
MPV17		1	1	0.2%	No
MPZ		1	1	0.2%	No
MRE11		2	1	0.2%	Yes
MSH4		1	1	0.2%	No
MSH5		1	1	0.2%	No
MSI1		1	1	0.2%	Yes
MSN		1	1	0.2%	Yes
MSR1		1	1	0.2%	No
MSRA		1	1	0.2%	No
MST1R		3	1	0.2%	Yes
MSX2		1	1	0.2%	No
MT2A		1	1	0.2%	No
MTCP1		1	1	0.2%	Yes
MTHFD1		2	1	0.2%	No
MTIF2		1	1	0.2%	No
MTNR1B		1	1	0.2%	No
MTR		2	1	0.2%	No
MMUT		1	1	0.2%	No
MUTYH		1	1	0.2%	Yes
MYB		1	1	0.2%	Yes
MYBL1		1	1	0.2%	No
MYBL2		1	1	0.2%	No
MYL1		1	1	0.2%	No
MYL2		1	1	0.2%	No
MYL5		1	1	0.2%	No
PPP1R12A		1	1	0.2%	No
NAB1		1	1	0.2%	No
HNRNPM		1	1	0.2%	No
NAIP		1	1	0.2%	No
NAP1L3		1	1	0.2%	No
NAP1L4		1	1	0.2%	No
CEACAM6		1	1	0.2%	No
NCBP1		1	1	0.2%	No
NCF4		1	1	0.2%	No
NCL		1	1	0.2%	No
NDUFA3		1	1	0.2%	No
NDUFA7		1	1	0.2%	No
NDUFA9		2	1	0.2%	No
NDUFA10		3	1	0.2%	No
NDUFB5		1	1	0.2%	No
NDUFS3		1	1	0.2%	No
NDUFV1		2	1	0.2%	No
NDUFS8		1	1	0.2%	No
SEPTIN2		1	1	0.2%	No
NEK3		1	1	0.2%	No
NEU1		1	1	0.2%	No
NEUROD2		1	1	0.2%	No
NFATC1		1	1	0.2%	No
NFIA		1	1	0.2%	No
NFATC3		2	1	0.2%	No
NFE2L2		1	1	0.2%	Yes
NFIB		1	1	0.2%	Yes
NFIC		1	1	0.2%	No
NFIL3		2	1	0.2%	No
NFIX		1	1	0.2%	No
NFKB2		1	1	0.2%	Yes
NFKBIE		1	1	0.2%	Yes
TONSL		1	1	0.2%	No
NFYA		1	1	0.2%	No
NGFR		1	1	0.2%	No
NHLH1		1	1	0.2%	No
NHLH2		1	1	0.2%	No
SNU13		1	1	0.2%	No
NINJ1		1	1	0.2%	No
NINJ2		1	1	0.2%	No
NKTR		3	1	0.2%	No
NKX3-1		1	1	0.2%	Yes
NNAT		1	1	0.2%	No
NQO2		1	1	0.2%	No
NNMT		1	1	0.2%	No
NODAL		1	1	0.2%	No
NOP2		1	1	0.2%	No
CNOT3		1	1	0.2%	Yes
NOVA1		1	1	0.2%	No
PNP		1	1	0.2%	No
NPAS2		1	1	0.2%	No
NPAT		1	1	0.2%	No
NPC1		1	1	0.2%	No
NPHP1		1	1	0.2%	No
NPHS1		1	1	0.2%	No
NPM1		2	1	0.2%	Yes
NPR1		1	1	0.2%	No
NPTX2		1	1	0.2%	No
NPY2R		1	1	0.2%	No
NRF1		1	1	0.2%	No
NRL		1	1	0.2%	No
NSF		2	1	0.2%	No
NT5E		1	1	0.2%	No
NTF3		1	1	0.2%	No
NTHL1		1	1	0.2%	Yes
NTRK1		1	1	0.2%	Yes
NTRK2		1	1	0.2%	Yes
ROR1		2	1	0.2%	No
DDR2		1	1	0.2%	Yes
NTSR1		1	1	0.2%	No
NUCB1		1	1	0.2%	No
NUP88		1	1	0.2%	No
NR4A2		1	1	0.2%	No
GPR143		2	1	0.2%	No
OAS1		1	1	0.2%	No
OAS2		1	1	0.2%	No
OAT		1	1	0.2%	No
OAZ1		1	1	0.2%	No
OAZ2		1	1	0.2%	No
OMD		1	1	0.2%	Yes
OGDH		1	1	0.2%	No
OGN		1	1	0.2%	No
OLR1		1	1	0.2%	No
OMG		1	1	0.2%	No
OPCML		1	1	0.2%	No
OPRD1		1	1	0.2%	No
OPRK1		1	1	0.2%	No
OPRL1		1	1	0.2%	No
OR1D2		1	1	0.2%	No
OR1F1		1	1	0.2%	No
ORC1		2	1	0.2%	No
ORC2		1	1	0.2%	No
ORC4		1	1	0.2%	No
OSBP		1	1	0.2%	No
OSM		1	1	0.2%	No
CLDN11		1	1	0.2%	No
OTX1		1	1	0.2%	No
OXCT1		1	1	0.2%	No
P2RX4		1	1	0.2%	No
P2RX5		1	1	0.2%	No
P2RY1		1	1	0.2%	No
P2RY4		1	1	0.2%	No
P4HA1		1	1	0.2%	No
FURIN		1	1	0.2%	Yes
PAFAH1B3		1	1	0.2%	No
PRDX1		2	1	0.2%	No
PAK1		1	1	0.2%	Yes
PAK3		3	1	0.2%	Yes
PRKN		1	1	0.2%	Yes
PAX2		1	1	0.2%	No
PAX3		1	1	0.2%	Yes
PAX5		1	1	0.2%	Yes
PAX6		1	1	0.2%	No
PDCL		1	1	0.2%	No
PCBP1		1	1	0.2%	Yes
PCDH1		1	1	0.2%	No
PCDH8		1	1	0.2%	No
PCDH9		1	1	0.2%	No
SERPINA5		1	1	0.2%	No
PCK2		1	1	0.2%	No
PCMT1		1	1	0.2%	No
PCOLCE		1	1	0.2%	No
CHMP1A		1	1	0.2%	No
PCSK1		1	1	0.2%	No
CDK16		1	1	0.2%	No
CDK17		1	1	0.2%	No
PDC		1	1	0.2%	No
PDE1A		1	1	0.2%	No
PDE4B		1	1	0.2%	No
PDE7A		1	1	0.2%	No
PDGFA		1	1	0.2%	No
PDGFRB		1	1	0.2%	Yes
PDZK1		1	1	0.2%	No
GATB		1	1	0.2%	No
PEX1		1	1	0.2%	No
PEX7		1	1	0.2%	No
PEX10		1	1	0.2%	No
PEX12		1	1	0.2%	No
PEX13		2	1	0.2%	No
PFDN4		1	1	0.2%	No
ATP8B1		2	1	0.2%	No
PFKFB1		3	1	0.2%	No
PFKFB3		2	1	0.2%	No
PFKP		1	1	0.2%	No
CDK14		1	1	0.2%	No
PGAM2		1	1	0.2%	No
PGD		1	1	0.2%	No
PGF		1	1	0.2%	No
PGGT1B		1	1	0.2%	No
PGM3		1	1	0.2%	No
PHB		1	1	0.2%	No
SLC25A3		2	1	0.2%	No
PHF2		1	1	0.2%	No
PHKA1		2	1	0.2%	No
PHKB		1	1	0.2%	No
PHKG1		1	1	0.2%	No
SERPINI2		1	1	0.2%	No
PIGC		1	1	0.2%	No
PIGR		1	1	0.2%	No
PIK3C2B		1	1	0.2%	Yes
PIK3C2G		1	1	0.2%	Yes
PIK3C3		2	1	0.2%	Yes
PIM1		1	1	0.2%	Yes
PIK3R2		1	1	0.2%	Yes
PIP4K2A		1	1	0.2%	No
PITX2		3	1	0.2%	No
PKD2		1	1	0.2%	No
PKNOX1		1	1	0.2%	No
PKP1		1	1	0.2%	No
PLA2G5		1	1	0.2%	No
PLAGL2		1	1	0.2%	No
PLCD1		1	1	0.2%	No
SERPINF2		1	1	0.2%	No
PLIN1		1	1	0.2%	No
PLOD2		1	1	0.2%	No
PLP2		1	1	0.2%	No
PLRG1		1	1	0.2%	No
PLS1		1	1	0.2%	No
PLS3		1	1	0.2%	No
PMS1		2	1	0.2%	Yes
EXOSC10		1	1	0.2%	No
PRRX1		1	1	0.2%	Yes
PNLIP		1	1	0.2%	No
UBL3		1	1	0.2%	No
SEPTIN5		1	1	0.2%	Yes
POLD2		2	1	0.2%	No
POLG		1	1	0.2%	No
POLH		1	1	0.2%	No
POLR2G		1	1	0.2%	No
POLRMT		1	1	0.2%	No
POU2F1		1	1	0.2%	No
POU3F4		1	1	0.2%	No
POU4F3		1	1	0.2%	No
POU6F1		1	1	0.2%	No
PPARA		2	1	0.2%	No
PPBP		1	1	0.2%	No
CTSA		1	1	0.2%	No
PPIB		1	1	0.2%	No
PPIC		1	1	0.2%	No
PPID		1	1	0.2%	No
PPM1A		1	1	0.2%	No
PPM1B		1	1	0.2%	No
PPOX		1	1	0.2%	No
PPP1CB		1	1	0.2%	Yes
PPP1R2		1	1	0.2%	No
PPP1R3C		1	1	0.2%	No
PPP1R7		1	1	0.2%	No
PPP2CB		1	1	0.2%	No
PPP2R1B		1	1	0.2%	No
PPP2R5C		1	1	0.2%	No
PPP3CA		1	1	0.2%	No
PPP3CB		1	1	0.2%	No
PPP3R2		1	1	0.2%	No
PPP5C		1	1	0.2%	No
PPP6C		1	1	0.2%	Yes
PRB1		1	1	0.2%	No
PRIM2		1	1	0.2%	No
PRKAA2		2	1	0.2%	No
PRKACG		1	1	0.2%	No
PRKAG1		1	1	0.2%	No
PRKAR2B		1	1	0.2%	No
PRKCH		1	1	0.2%	No
PKN2		4	1	0.2%	No
PRKCSH		1	1	0.2%	No
PRKCZ		1	1	0.2%	No
PRKG1		1	1	0.2%	No
PRKG2		1	1	0.2%	No
MAPK3		1	1	0.2%	Yes
MAPK11		1	1	0.2%	No
MAPK9		1	1	0.2%	No
MAPK10		1	1	0.2%	No
MAPK13		1	1	0.2%	No
MAP2K2		1	1	0.2%	Yes
DNAJC3		1	1	0.2%	No
PRL		1	1	0.2%	No
PRLR		1	1	0.2%	No
PROS1		1	1	0.2%	No
PROX1		1	1	0.2%	No
PRPH		1	1	0.2%	No
PRPS1		1	1	0.2%	No
PRPSAP1		1	1	0.2%	No
PRPSAP2		1	1	0.2%	No
PRRG2		1	1	0.2%	No
LGMN		1	1	0.2%	No
PRSS1		1	1	0.2%	Yes
PRSS3		1	1	0.2%	No
PSG1		1	1	0.2%	No
PSG2		1	1	0.2%	No
PSG3		1	1	0.2%	No
PSG11		1	1	0.2%	No
PSKH1		1	1	0.2%	No
PSMA1		1	1	0.2%	No
PSMA3		1	1	0.2%	No
PSMA4		1	1	0.2%	No
PSMB1		1	1	0.2%	No
PSMB2		1	1	0.2%	No
PSMB3		1	1	0.2%	No
PSMB4		1	1	0.2%	No
PSMB8		1	1	0.2%	No
PSMC1		1	1	0.2%	No
PSMC2		1	1	0.2%	No
PSMC3		1	1	0.2%	No
PSMC4		1	1	0.2%	No
