Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
EMID1		22q12.2	AMP	3	0.6%	No
TMEM18		2p25.3	DEL	3	0.6%	No
TMEM18		2p25.3	AMP	3	0.6%	No
C2ORF50		2p25.1	AMP	3	0.6%	No
SLC66A3		2p25.1	AMP	3	0.6%	No
CPNE4	4.374e-2	3q22.1	DEL	3	0.6%	No
KCNH8		3p24.3	AMP	3	0.6%	No
CHCHD4		3p25.1	AMP	3	0.6%	No
LRRC15		3q29	AMP	3	0.6%	No
FAM43A		3q29	AMP	3	0.6%	No
TPRA1	4.374e-2	3q21.3	DEL	3	0.6%	No
UROC1	4.374e-2	3q21.3	DEL	3	0.6%	No
COL6A6	4.374e-2	3q22.1	DEL	3	0.6%	No
METTL6		3p25.1	AMP	3	0.6%	No
TAMM41		3p25.2	AMP	3	0.6%	No
SNTN		3p14.2	AMP	3	0.6%	No
SYNPR		3p14.2	AMP	3	0.6%	No
RPL32P3	4.374e-2	3q21.3	DEL	3	0.6%	No
H1FOO	4.374e-2	3q22.1	DEL	3	0.6%	No
TMEM155		4q27	DEL	3	0.6%	No
TMEM155		4q27	AMP	3	0.6%	No
ADAD1		4q27	DEL	3	0.6%	No
TMPRSS11B		4q13.2	DEL	3	0.6%	No
SLCO6A1		5q21.1	DEL	3	0.6%	No
PRRC1		5q23.2	DEL	3	0.6%	No
C5ORF58		5q35.1	AMP	3	0.6%	No
CCDC127		5p15.33	AMP	3	0.6%	No
AFAP1L1		5q32	DEL	3	0.6%	No
GRPEL2		5q32	DEL	3	0.6%	No
GPR151		5q32	DEL	3	0.6%	No
ZNF300P1		5q33.1	DEL	3	0.6%	No
SOWAHA		5q31.1	DEL	3	0.6%	No
SHROOM1		5q31.1	DEL	3	0.6%	No
C5ORF24		5q31.1	DEL	3	0.6%	No
C7ORF57		7p12.3	AMP	3	0.6%	No
GPAT4		8p11.21	AMP	3	0.6%	No
HGSNAT		8p11.21-p11.1	AMP	3	0.6%	No
BEND2		Xp22.13	AMP	3	0.6%	No
PASD1		Xq28	DEL	3	0.6%	No
MAGEB10		Xp21.3	AMP	3	0.6%	No
DCAF8L1		Xp21.3	AMP	3	0.6%	No
VENTXP1		Xp21.3	AMP	3	0.6%	No
MAGEB16		Xp21.1	AMP	3	0.6%	No
PNCK		Xq28	DEL	3	0.6%	No
ZFP92		Xq28	DEL	3	0.6%	No
RNF113B		13q32.2	DEL	3	0.6%	No
ASB11		Xp22.2	AMP	3	0.6%	No
ASB7	1.996e-1	15q26.3	AMP	3	0.6%	No
ASB9		Xp22.2	AMP	3	0.6%	No
APOBEC3D		22q13.1	DEL	3	0.6%	No
APOBEC3D		22q13.1	AMP	3	0.6%	No
S100A16		1q21.3	AMP	3	0.6%	No
CHODL		21q21.1	DEL	3	0.6%	No
GATA5		20q13.33	AMP	3	0.6%	No
C20ORF96		20p13	AMP	3	0.6%	No
BRI3BP		12q24.31	DEL	3	0.6%	No
NANP		20p11.21	DEL	3	0.6%	No
DEFB127		20p13	AMP	3	0.6%	No
LINC00686		-	AMP	3	0.6%	No
DEFB129		20p13	AMP	3	0.6%	No
RBBP8NL		20q13.33	AMP	3	0.6%	No
DCANP1		5q31.1	DEL	3	0.6%	No
ITLN2		1q23.3	AMP	3	0.6%	No
LIPJ		10q23.31	DEL	3	0.6%	No
SYT9		11p15.4	AMP	3	0.6%	No
PSMA8		18q11.2	AMP	3	0.6%	No
MUC15		11p14.2	DEL	3	0.6%	No
SESN3		11q21	AMP	3	0.6%	Yes
KBTBD3		11q22.3	AMP	3	0.6%	No
POGLUT3		11q22.3	AMP	3	0.6%	No
PLEKHA7		11p15.2-p15.1	AMP	3	0.6%	No
TMEM86A		11p15.1	DEL	3	0.6%	No
TMEM86A		11p15.1	AMP	3	0.6%	No
OR10A5		11p15.4	AMP	3	0.6%	No
OR2AG1		11p15.4	AMP	3	0.6%	No
DNHD1		11p15.4	AMP	3	0.6%	No
RFLNA		12q24.31	DEL	3	0.6%	No
ZNF664		12q24.31	DEL	3	0.6%	No
CPNE8		12q12	DEL	3	0.6%	No
TMEM120B		12q24.31	DEL	3	0.6%	No
WDR66		12q24.31	DEL	3	0.6%	No
GLT1D1		12q24.33	DEL	3	0.6%	No
BEST3		12q15	DEL	3	0.6%	No
E2F7		12q21.2	DEL	3	0.6%	No
CFAP54		12q23.1	DEL	3	0.6%	No
C12ORF66		12q14.2	DEL	3	0.6%	No
FAM216B		13q14.11	AMP	3	0.6%	No
LACC1		13q14.11	AMP	3	0.6%	No
LINC00330		13q14.12	AMP	3	0.6%	No
LINC00343		13q33.2	DEL	3	0.6%	No
LINC02691		14q32.33	DEL	3	0.6%	No
LINC00637		14q32.33	DEL	3	0.6%	No
MIPOL1		14q13.3-q21.1	AMP	3	0.6%	No
FAM81A		15q22.2	DEL	3	0.6%	No
GCOM1		15q21.3	DEL	3	0.6%	No
PGPEP1L	1.996e-1	15q26.3	AMP	3	0.6%	No
RNF151		16p13.3	AMP	3	0.6%	No
PRSS36		16p11.2	AMP	3	0.6%	No
C16ORF89		16p13.3	AMP	3	0.6%	No
C16ORF71		16p13.3	AMP	3	0.6%	No
TMEM199		17q11.2	DEL	3	0.6%	No
PROCA1		17q11.2	DEL	3	0.6%	No
LRRC37BP1		17q11.2	DEL	3	0.6%	No
CCBE1		18q21.32	AMP	3	0.6%	No
LYPD4		19q13.2	AMP	3	0.6%	No
ZNF420		19q13.12	DEL	3	0.6%	No
ZNF565		19q13.12	DEL	3	0.6%	No
ZNF565		19q13.12	AMP	3	0.6%	No
FAM98C		19q13.2	AMP	3	0.6%	No
DPY19L3		19q13.11	AMP	3	0.6%	No
ZNF599		19q13.11	DEL	3	0.6%	No
FAM187B		19q13.12	DEL	3	0.6%	No
PROSER3		19q13.12	DEL	3	0.6%	No
LINC00906		19q12	AMP	3	0.6%	No
LINC00662		19q11	DEL	3	0.6%	No
CREB3L4		1q21.3	AMP	3	0.6%	No
CIART		1q21.2	AMP	3	0.6%	No
B3GALNT2	1.160e-1	1q42.3	DEL	3	0.6%	No
GLIS1		1p32.3	DEL	3	0.6%	No
LELP1		1q21.3	AMP	3	0.6%	No
FAM78B		1q24.1	AMP	3	0.6%	No
BNIPL		1q21.3	AMP	3	0.6%	No
PYHIN1		1q23.1	AMP	3	0.6%	No
LSM14B		20q13.33	AMP	3	0.6%	No
LIPI		21q11.2	DEL	3	0.6%	No
ABCC13		21q11.2	DEL	3	0.6%	No
CCT8L2		22q11.1	AMP	3	0.6%	No
XKR3		22q11.1	AMP	3	0.6%	No
AIFM3		22q11.21	AMP	3	0.6%	No
RIMBP3C		22q11.21	AMP	3	0.6%	No
YDJC		22q11.21	AMP	3	0.6%	No
HSCB		22q12.1	AMP	3	0.6%	No
CCDC117		22q12.1	AMP	3	0.6%	No
HORMAD2		22q12.2	AMP	3	0.6%	No
DUSP18		22q12.2	AMP	3	0.6%	No
ENTHD1		22q13.1	DEL	3	0.6%	No
DNAJB7		22q13.2	DEL	3	0.6%	No
DNAJB7		22q13.2	AMP	3	0.6%	No
TAFA4		3p14.1	DEL	3	0.6%	No
SGO1		3p24.3	AMP	3	0.6%	No
PP2D1		3p24.3	AMP	3	0.6%	No
EFHB		3p24.3	AMP	3	0.6%	No
WDR49		3q26.1	AMP	3	0.6%	No
XXYLT1		3q29	AMP	3	0.6%	No
LINC00691		3p24.2	AMP	3	0.6%	No
C3ORF22	4.374e-2	3q21.3	DEL	3	0.6%	No
CMTM8		3p22.3	AMP	3	0.6%	No
FGD5		3p25.1	AMP	3	0.6%	No
CNTN4		3p26.3-p26.2	DEL	3	0.6%	No
PAQR3		4q21.21	DEL	3	0.6%	No
ZNF595		4p16.3	DEL	3	0.6%	No
RASGEF1B		4q21.21	DEL	3	0.6%	No
SLC36A2		5q33.1	DEL	3	0.6%	No
SLC25A48		5q31.1	DEL	3	0.6%	No
PLEKHG4B		5p15.33	AMP	3	0.6%	No
ZMAT2		5q31.3	DEL	3	0.6%	No
SH3RF2		5q32	DEL	3	0.6%	No
PLAC8L1		5q32	DEL	3	0.6%	No
SNRNP48		6p24.3	DEL	3	0.6%	No
ABCA13		7p12.3	AMP	3	0.6%	No
SLC2A7		1p36.23	DEL	3	0.6%	No
AGR3		7p21.1	AMP	3	0.6%	No
TDRP		8p23.3	AMP	3	0.6%	No
ERICH1		8p23.3	AMP	3	0.6%	No
ZNF483		9q31.3	AMP	3	0.6%	No
CSAG1		Xq28	DEL	3	0.6%	No
FMR1NB		Xq27.3-q28	DEL	3	0.6%	No
FAM47A		Xp21.1	AMP	3	0.6%	No
MOSPD2		Xp22.2	AMP	3	0.6%	No
RIBC1		Xp11.22	DEL	3	0.6%	No
MAGEB6		Xp21.3	AMP	3	0.6%	No
CXORF38		Xp11.4	AMP	3	0.6%	No
C11ORF65		11q22.3	AMP	3	0.6%	No
C11ORF42		11p15.4	AMP	3	0.6%	No
DGKH		13q14.11	AMP	3	0.6%	No
CCDC122		13q14.11	AMP	3	0.6%	No
GPR180		13q32.1	DEL	3	0.6%	No
STOML3		13q13.3	AMP	3	0.6%	No
TMEM30B		14q23.1	DEL	3	0.6%	No
PGBD4		15q14	DEL	3	0.6%	No
RETREG3		17q21.2	DEL	3	0.6%	No
RHBDL3		17q11.2	DEL	3	0.6%	No
DEDD2		19q13.2	AMP	3	0.6%	No
ZNF567		19q13.12	DEL	3	0.6%	No
ZNF567		19q13.12	AMP	3	0.6%	No
ZNF383		19q13.12	DEL	3	0.6%	No
LGI4		19q13.12|19q13.11	DEL	3	0.6%	No
SYNE4		19q13.12	DEL	3	0.6%	No
GBP6		1p22.2	AMP	3	0.6%	No
SPRR4		1q21.3	AMP	3	0.6%	No
CCDC116		22q11.21	AMP	3	0.6%	No
CABP7		22q12.2	AMP	3	0.6%	No
TMPRSS6		22q12.3	AMP	3	0.6%	No
APOBEC3H		22q13.1	DEL	3	0.6%	No
APOBEC3H		22q13.1	AMP	3	0.6%	No
WBP2NL		22q13.2	AMP	3	0.6%	No
DNAJB8	4.374e-2	3q21.3	DEL	3	0.6%	No
RNF168		3q29	AMP	3	0.6%	No
CHST13	4.374e-2	3q21.3	DEL	3	0.6%	No
PRICKLE2		3p14.1	AMP	3	0.6%	No
KBTBD12	4.374e-2	3q21.3	DEL	3	0.6%	No
DCP2		5q22.2	DEL	3	0.6%	No
PKD1L1		7p12.3	AMP	3	0.6%	No
ZNF596		8p23.3	AMP	3	0.6%	No
FAM47B		Xp21.1	AMP	3	0.6%	No
ARX		Xp21.3	AMP	3	0.6%	No
ZNF721		4p16.3	DEL	3	0.6%	No
ADAMTS19		5q23.3	DEL	3	0.6%	No
SYNPO2		4q26	DEL	3	0.6%	No
CLYBL		13q32.3	DEL	3	0.6%	No
CLYBL		13q32.3	AMP	3	0.6%	No
FAM9A		Xp22.31	AMP	3	0.6%	No
FAM9C		Xp22.2	AMP	3	0.6%	No
PTCRA		6p21.1	AMP	3	0.6%	No
POLR3H		22q13.2	AMP	3	0.6%	No
PRXL2C		9q22.33	AMP	3	0.6%	No
ANTXRL		10q11.22	AMP	3	0.6%	No
IMMP1L		11p13	DEL	3	0.6%	No
OR56B4		11p15.4	AMP	3	0.6%	No
RILPL2		12q24.31	DEL	3	0.6%	No
DNAH10		12q24.31	DEL	3	0.6%	No
MYRFL		12q15	DEL	3	0.6%	No
RMST		12q23.1|12q21	DEL	3	0.6%	No
CCER1		12q21.33	DEL	3	0.6%	No
EEF2KMT		16p13.3	AMP	3	0.6%	No
METTL21C		13q33.1	DEL	3	0.6%	No
METTL21C		13q33.1	AMP	3	0.6%	No
LINC00638		14q32.33	DEL	3	0.6%	No
ZNF585A		19q13.12	DEL	3	0.6%	No
GGN		19q13.2	AMP	3	0.6%	No
THAP8		19q13.12	DEL	3	0.6%	No
U2AF1L4		19q13.12	DEL	3	0.6%	No
LCE4A		1q21.3	AMP	3	0.6%	No
C1ORF100	1.160e-1	1q44	DEL	3	0.6%	No
CRTC2		1q21.3	AMP	3	0.6%	No
LINC00528		22q11.21	AMP	3	0.6%	No
RNF215		22q12.2	AMP	3	0.6%	No
APOBEC3A		22q13.1	DEL	3	0.6%	No
APOBEC3F		22q13.1	DEL	3	0.6%	No
APOBEC3F		22q13.1	AMP	3	0.6%	No
LIPH		3q27.2	AMP	3	0.6%	No
FBXO45		3q29	AMP	3	0.6%	No
LYRM9		17q11.2	DEL	3	0.6%	No
STT3B		3p23	AMP	3	0.6%	No
SPATA24		5q31.2	DEL	3	0.6%	No
DNAJC18		5q31.2	DEL	3	0.6%	No
LINC01554		5q15	DEL	3	0.6%	No
STK32A		5q32	DEL	3	0.6%	No
TCTE1		6p21.1	AMP	3	0.6%	No
TSNARE1		8q24.3	DEL	3	0.6%	No
VMA21		Xq28	DEL	3	0.6%	No
RPSAP52		12q14.3	DEL	3	0.6%	No
CERS3	1.996e-1	15q26.3	AMP	3	0.6%	No
SENP5		3q29	AMP	3	0.6%	No
SLC36A1		5q33.1	DEL	3	0.6%	No
USP12		13q12.13	AMP	3	0.6%	No
GTSCR1		18q22.2	DEL	3	0.6%	No
FAM181B		11q14.1	AMP	3	0.6%	No
RNF152		18q21.33	AMP	3	0.6%	No
MARCH8		10q11.21-q11.22	AMP	3	0.6%	No
C10ORF25		10q11.21	AMP	3	0.6%	No
EEF1AKMT1		13q12.11	AMP	3	0.6%	No
LINC00305		18q22.1	AMP	3	0.6%	No
GSTA5		6p12.2	AMP	3	0.6%	No
OPN5		6p12.3	AMP	3	0.6%	No
ADGRF4		6p12.3	AMP	3	0.6%	No
ADGRF5		6p12.3	AMP	3	0.6%	No
TDRD6		6p12.3	AMP	3	0.6%	No
SPATS1		6p21.1	AMP	3	0.6%	No
C6ORF223		6p21.1	AMP	3	0.6%	No
RSPH9		6p21.1	AMP	3	0.6%	No
LRRC73		6p21.1	AMP	3	0.6%	No
KDM1B		6p22.3	DEL	3	0.6%	No
RBM24		6p22.3	DEL	3	0.6%	No
RNF182		6p23	DEL	3	0.6%	No
VWDE		7p21.3	AMP	3	0.6%	No
PRPS1L1		7p21.1	AMP	3	0.6%	No
TWISTNB		7p21.1	AMP	3	0.6%	No
SP8		7p21.1	AMP	3	0.6%	No
FOXK1		7p22.1	AMP	3	0.6%	No
DAGLB		7p22.1	DEL	3	0.6%	No
CCZ1B		7p22.1	AMP	3	0.6%	No
THSD7A		7p21.3	AMP	3	0.6%	No
ADGRF2		6p12.3	AMP	3	0.6%	No
FERD3L		7p21.1	AMP	3	0.6%	No
RSPH10B		7p22.1	DEL	3	0.6%	No
RSPH10B		7p22.1	AMP	3	0.6%	No
DEFB110		6p12.3	AMP	3	0.6%	No
DEFB112		6p12.3	AMP	3	0.6%	No
DEFB113		6p12.3	AMP	3	0.6%	No
DEFB114		6p12.3	AMP	3	0.6%	No
DEFB125		20p13	AMP	3	0.6%	No
DEFB128		20p13	AMP	3	0.6%	No
RNASEH1		2p25.3	AMP	3	0.6%	No
LINC00315		21q22.3	AMP	3	0.6%	No
EPHX4		1p22.1	AMP	3	0.6%	No
SLC25A30		13q14.13	AMP	3	0.6%	No
CADM2		3p12.1	DEL	3	0.6%	No
WASHC2C		10q11.22	AMP	3	0.6%	No
RALGAPA1		14q13.2	AMP	3	0.6%	No
SFTA3		14q13.3	AMP	3	0.6%	No
LRRC43		12q24.31	DEL	3	0.6%	No
CXORF58		Xp22.11	AMP	3	0.6%	No
LINC00677		14q32.33	DEL	3	0.6%	No
LPCAT4		15q14	DEL	3	0.6%	No
LCE5A		1q21.3	AMP	3	0.6%	No
CALHM1		10q24.33	DEL	3	0.6%	No
MPV17L		16p13.11	AMP	3	0.6%	No
CFAP299		4q21.21	DEL	3	0.6%	No
TXNDC8		9q31.3	AMP	3	0.6%	No
ANKK1		11q23.2	AMP	3	0.6%	No
EPGN		4q13.3	DEL	3	0.6%	No
NUP210P1	4.374e-2	3q21.3	DEL	3	0.6%	No
ZNF718		4p16.3	DEL	3	0.6%	No
OR52B2		11p15.4	AMP	3	0.6%	No
NPNT		4q24	DEL	3	0.6%	No
SMCO1		3q29	AMP	3	0.6%	No
LINC01619		12q21.33	DEL	3	0.6%	No
COL6A5	4.374e-2	3q22.1	DEL	3	0.6%	No
TMEM196		7p21.1	AMP	3	0.6%	No
STEAP1B		7p15.3	AMP	3	0.6%	No
NUDT14		14q32.33	DEL	3	0.6%	No
LYSMD2		15q21.2	DEL	3	0.6%	No
NUTM1		15q14	DEL	3	0.6%	Yes
SUN3		7p12.3	AMP	3	0.6%	No
CATSPERE	1.160e-1	1q44	DEL	3	0.6%	No
ARHGAP30		1q23.3	AMP	3	0.6%	No
CFAP126		1q23.3	AMP	3	0.6%	No
NEGR1		1p31.1	DEL	3	0.6%	Yes
TAB3		Xp21.2	AMP	3	0.6%	No
SGMS1		10q11.23	AMP	3	0.6%	No
NALCN		13q32.3-q33.1	DEL	3	0.6%	No
NALCN		13q32.3-q33.1	AMP	3	0.6%	No
MRGPRX1		11p15.1|11	AMP	3	0.6%	No
PYDC1		16p11.2	AMP	3	0.6%	No
POM121L4P		22q11.21	AMP	3	0.6%	No
HS6ST3		13q32.1	DEL	3	0.6%	No
MAGEA2B		Xq28	DEL	3	0.6%	No
ADGRF1		6p12.3|6	AMP	3	0.6%	No
DAOA		13q33.2|13q34	DEL	3	0.6%	No
SSX9P		Xp11.23	AMP	3	0.6%	No
POC1B		12q21.33	DEL	3	0.6%	No
CSNK2A3		11p15.4	AMP	3	0.6%	No
IGSF22		11p15.1	DEL	3	0.6%	No
IGSF22		11p15.1	AMP	3	0.6%	No
OR10A4		11p15.4	AMP	3	0.6%	No
OLFML1		11p15.4	AMP	3	0.6%	No
RASSF3		12q14.2	DEL	3	0.6%	No
SPRYD4		12q13.3	AMP	3	0.6%	No
MORN3		12q24.31	DEL	3	0.6%	No
DPY19L2		12q14.2	DEL	3	0.6%	No
LINC01559	1.368e-1	12p13.1	DEL	3	0.6%	No
GAS2L3		12q23.1	DEL	3	0.6%	No
LINC00485		12q23.2	DEL	3	0.6%	No
C12ORF40	9.711e-4	12q12	DEL	3	0.6%	No
TMPRSS12		12q13.12	AMP	3	0.6%	No
LINC00551		13q33.3	DEL	3	0.6%	No
LINC00551		13q33.3	AMP	3	0.6%	No
SUGT1P3		13q14.11	AMP	3	0.6%	No
SLC46A3		13q12.3	AMP	3	0.6%	No
FAM177A1		14q13.2	AMP	3	0.6%	No
CEP170B		14q32.33	DEL	3	0.6%	No
TEDC1		14q32.33	DEL	3	0.6%	No
PRTG		15q21.3	DEL	3	0.6%	No
LINC00926		15q21.3	DEL	3	0.6%	No
GOLGA8G		15q13.1	DEL	3	0.6%	No
FAM169B	1.996e-1	15q26.3	AMP	3	0.6%	No
NOMO2		16p12.3	AMP	3	0.6%	No
NPW		16p13.3	AMP	3	0.6%	No
BRICD5		16p13.3	AMP	3	0.6%	No
PGP		16p13.3	AMP	3	0.6%	No
TMEM114		16p13.2	AMP	3	0.6%	No
KRT18P55		17q11.2	DEL	3	0.6%	No
NEK8		17q11.2	DEL	3	0.6%	No
KCTD1		18q11.2	AMP	3	0.6%	No
BOD1L2		18q21.31	AMP	3	0.6%	No
LINC00907		18q12.3	AMP	3	0.6%	No
LINC00908		18q23	DEL	3	0.6%	No
HMSD		18q22.1	AMP	3	0.6%	No
SCGB2B2		19q13.11	DEL	3	0.6%	No
WDR62		19q13.12	DEL	3	0.6%	No
ZFP82		19q13.12	DEL	3	0.6%	No
ZFP82		19q13.12	AMP	3	0.6%	No
RIIAD1		1q21.3	AMP	3	0.6%	No
THEM5		1q21.3	AMP	3	0.6%	No
C1ORF185		1p32.3	DEL	3	0.6%	No
SYPL2		1p13.3	AMP	3	0.6%	No
CYB561D1		1p13.3	AMP	3	0.6%	No
SNHG28		1q23.2	AMP	3	0.6%	No
SPATA46		1q23.3	AMP	3	0.6%	No
ZNF326		1p22.2	AMP	3	0.6%	No
BTBD8		1p22.1	AMP	3	0.6%	No
C20ORF197		20q13.33	AMP	3	0.6%	No
FRG1BP		20q11.1	DEL	3	0.6%	No
ALKAL2		2p25.3	DEL	3	0.6%	No
ALKAL2		2p25.3	AMP	3	0.6%	No
IAH1		2p25.1	AMP	3	0.6%	No
C3ORF56	4.374e-2	3q21.3	DEL	3	0.6%	No
SUMF1		3p26.1	DEL	3	0.6%	No
SUMF1		3p26.1	AMP	3	0.6%	No
LINC00606		3p25.3	AMP	3	0.6%	No
LINC00620		3p25.1	AMP	3	0.6%	No
DPH3		3p25.1	AMP	3	0.6%	No
DCAF4L1		4p13	AMP	3	0.6%	No
RNF212		4p16.3	DEL	3	0.6%	No
EFCAB9		5q35.1	AMP	3	0.6%	No
SH3PXD2B		5q35.1	AMP	3	0.6%	No
FAM153A		5q35.3	AMP	3	0.6%	No
DTWD2		5q23.1	DEL	3	0.6%	No
RELL2		5q31.3	DEL	3	0.6%	No
SLC36A3		5q33.1	DEL	3	0.6%	No
RGMB		5q15	DEL	3	0.6%	No
LINC00491		5q21.1	DEL	3	0.6%	No
CAGE1		6p24.3	DEL	3	0.6%	No
TREML4		6p21.1	AMP	3	0.6%	No
RPL7L1		6p21.1	AMP	3	0.6%	No
C7ORF71		7p15.2	AMP	3	0.6%	No
CFAP47		Xp21.1	AMP	3	0.6%	No
MAGEB18		Xp21.3	AMP	3	0.6%	No
TTC6		14q21.1	AMP	3	0.6%	No
UBAC2		13q32.3	DEL	3	0.6%	No
CHSY3		5q23.3	DEL	3	0.6%	No
LINC00226		14q32.33	DEL	3	0.6%	No
LINC00221		14q32.33	DEL	3	0.6%	No
NLRP10		11p15.4	AMP	3	0.6%	No
NLRP14		11p15.4	AMP	3	0.6%	No
S100A7A		1q21.3	AMP	3	0.6%	No
SNORD108		15q11.2	DEL	3	0.6%	No
SNORD109A		15q11.2	DEL	3	0.6%	No
SNORD109B		15q11.2	DEL	3	0.6%	No
HCAR2		12q24.31	DEL	3	0.6%	No
OR2AG2		11p15.4	AMP	3	0.6%	No
ATP2B1-AS1		12q21.33	DEL	3	0.6%	No
RAB43	4.374e-2	3q21.3	DEL	3	0.6%	No
CPLX4		18q21.32	AMP	3	0.6%	No
ZNF181		19q13.11	DEL	3	0.6%	No
ZNF260		19q13.12	DEL	3	0.6%	No
ZNF260		19q13.12	AMP	3	0.6%	No
LINGO4		1q21.3	AMP	3	0.6%	No
SLC35E4		22q12.2	AMP	3	0.6%	No
TEX33		22q12.3	AMP	3	0.6%	No
C3ORF35		3p22.2	DEL	3	0.6%	No
TMPRSS11A		4q13.2	DEL	3	0.6%	No
TMEM173		5q31.2	DEL	3	0.6%	No
FAM170A		5q23.1	DEL	3	0.6%	No
ARSI		5q32	DEL	3	0.6%	No
TREML3P		6p21.1	AMP	3	0.6%	No
COL28A1		7p21.3	AMP	3	0.6%	No
ABCB5		7p21.1	AMP	3	0.6%	No
POTEA		8p11.1	AMP	3	0.6%	No
CA5BP1		Xp22.2	AMP	3	0.6%	No
DCDC1		11p13	DEL	3	0.6%	No
OR10A2		11p15.4	AMP	3	0.6%	No
OVCH2		11p15.4	AMP	3	0.6%	No
GLDN		15q21.2	DEL	3	0.6%	No
FMN1		15q13.3	DEL	3	0.6%	No
FMN1		15q13.3	AMP	3	0.6%	No
C16ORF96		16p13.3	AMP	3	0.6%	No
VSTM2B		19q12	AMP	3	0.6%	No
ZNF850		19q13.12	DEL	3	0.6%	No
ZNF850		19q13.12	AMP	3	0.6%	No
MYBPHL		1p13.3	AMP	3	0.6%	No
OR10R2		1q23.1	AMP	3	0.6%	No
FCRL6		1q23.2	AMP	3	0.6%	No
BARHL2		1p22.2	AMP	3	0.6%	No
COL6A4P1		3p25.1	AMP	3	0.6%	No
ATP13A5		3q29	AMP	3	0.6%	No
MSANTD1		4p16.3	AMP	3	0.6%	No
IRGM		5q33.1	DEL	3	0.6%	No
MACC1		7p21.1	AMP	3	0.6%	No
DCAF8L2		Xp21.3	AMP	3	0.6%	No
MAGEB5		Xp21.3	AMP	3	0.6%	No
SNORD64		15q11.2	AMP	3	0.6%	No
CATSPER3		5q31.1	DEL	3	0.6%	No
SLC35B2		6p21.1	AMP	3	0.6%	No
PKD1P5		16p12.3	AMP	3	0.6%	No
WDR53		3q29	AMP	3	0.6%	No
CFAP100	4.374e-2	3q21.3	DEL	3	0.6%	No
TPRXL		3p25.1	AMP	3	0.6%	No
RILPL1		12q24.31	DEL	3	0.6%	No
LCE1A		1q21.3	AMP	3	0.6%	No
LCE1B		1q21.3	AMP	3	0.6%	No
LCE1C		1q21.3	AMP	3	0.6%	No
LCE1D		1q21.3	AMP	3	0.6%	No
LCE1E		1q21.3	AMP	3	0.6%	No
LCE1F		1q21.3	AMP	3	0.6%	No
LCE2A		1q21.3	AMP	3	0.6%	No
LCE2C		1q21.3	AMP	3	0.6%	No
LCE2D		1q21.3	AMP	3	0.6%	No
LCE3A		1q21.3	AMP	3	0.6%	No
LCE3B		1q21.3	AMP	3	0.6%	No
LCE3C		1q21.3	AMP	3	0.6%	No
LCE3E		1q21.3	AMP	3	0.6%	No
PKD1P6		16p13.11	AMP	3	0.6%	No
USP50		15q21.2	DEL	3	0.6%	No
USP41		22q11.21	AMP	3	0.6%	No
DND1		5q31.3	DEL	3	0.6%	No
GALNT18		11p15.4	AMP	3	0.6%	No
C12ORF42		12q23.2-q23.3	DEL	3	0.6%	No
ASPG		14q32.33	DEL	3	0.6%	No
EFCAB5		17q11.2	DEL	3	0.6%	No
ATP9B		18q23	AMP	3	0.6%	No
SBSN		19q13.12	DEL	3	0.6%	No
ZNF829		19q13.12	DEL	3	0.6%	No
ZNF568		19q13.12	DEL	3	0.6%	No
PI4KAP2		22q11.21	AMP	3	0.6%	No
NRROS		3q29	AMP	3	0.6%	No
MAST4		5q12.3	DEL	3	0.6%	No
VWC2		7p12.2	AMP	3	0.6%	No
LRRC10		12q15	DEL	3	0.6%	No
LINC00317		21q21.1	DEL	3	0.6%	No
NHLRC1		6p22.3	DEL	3	0.6%	No
KCTD8		4p13	AMP	3	0.6%	No
KCTD4		13q14.12-q14.13	AMP	3	0.6%	No
IL31		12q24.31	DEL	3	0.6%	No
NPSR1		7p14.3	AMP	3	0.6%	No
LINC00320		21q21.1	DEL	3	0.6%	No
TPTEP1		22q11.1	AMP	3	0.6%	No
WASHC2A		10q11.23	AMP	3	0.6%	No
GVINP1		11p15.4	AMP	3	0.6%	No
CFAP73		12q24.13	AMP	3	0.6%	No
KMT5A		12q24.31	DEL	3	0.6%	Yes
LINC00944		12q24.32	DEL	3	0.6%	No
NHLRC3		13q13.3	AMP	3	0.6%	No
SERP2		13q14.11	AMP	3	0.6%	Yes
TMEM179		14q32.33	DEL	3	0.6%	No
CCDC9B		15q15.1	DEL	3	0.6%	No
TNFAIP8L3		15q21.2	DEL	3	0.6%	No
TMIGD1		17q11.2	DEL	3	0.6%	No
LINC00671		17q21.31	DEL	3	0.6%	No
RGS9BP		19q13.11	AMP	3	0.6%	No
KRTDAP		19q13.12	DEL	3	0.6%	No
ZNF790		19q13.12	DEL	3	0.6%	No
GBP7		1p22.2	AMP	3	0.6%	No
LYSMD1		1q21.3	AMP	3	0.6%	No
HRNR		1q21.3	AMP	3	0.6%	No
FLG2		1q21.3	AMP	3	0.6%	No
LINC00302		1q21.3	AMP	3	0.6%	No
C1ORF189		1q21.3	AMP	3	0.6%	No
SMIM26		20p11.23	DEL	3	0.6%	No
MIR99AHG		21q21.1	DEL	3	0.6%	No
LINC00316		21q22.3	AMP	3	0.6%	No
CDHR4		3p21.31	AMP	3	0.6%	No
INKA1		3p21.31	AMP	3	0.6%	No
TMPRSS11F		4q13.2	DEL	3	0.6%	No
LRRC14B		5p15.33	AMP	3	0.6%	No
PROB1		5q31.2	DEL	3	0.6%	No
